"ID","Day","Benin","Papua New Guinea","Angola","Cambodia","Sudan","Kazakhstan","Paraguay","Portugal","Syria","Bahamas","Grenada","Greece","Latvia","Mongolia","Iran","Morocco","Mali","Panama","Guatemala","Guyana","Iraq","Chile","Laos","Nepal","Argentina","Seychelles","Tanzania","Ukraine","Ghana","Zambia","Belize","Congo (Brazzaville)","Holy See","Bahrain","India","Canada","Maldives","Guinea-Bissau","Turkey","Belgium","Namibia","Finland","Comoros","North Macedonia","South Africa","Trinidad and Tobago","Central African Republic","Georgia","Jamaica","Peru","Saint Kitts and Nevis","Germany","Yemen","Eritrea","Fiji","Guinea","Chad","Somalia","Sao Tome and Principe","Madagascar","Thailand","Equatorial Guinea","Libya","Costa Rica","Sweden","Taiwan*","Vietnam","West Bank and Gaza","Malawi","Andorra","Liechtenstein","Poland","Bulgaria","Jordan","Kuwait","Nigeria","Tunisia","Croatia","Sri Lanka","Uruguay","Timor-Leste","United Kingdom","United Arab Emirates","Kenya","Switzerland","Spain","Brunei","Djibouti","Lebanon","Azerbaijan","Cuba","Liberia","Venezuela","Burkina Faso","Mauritania","Saint Lucia","Israel","San Marino","Australia","Tajikistan","Estonia","Cameroon","Cyprus","Malaysia","Iceland","Oman","MS Zaandam","Armenia","Gabon","Austria","Mozambique","El Salvador","Monaco","Luxembourg","Brazil","Algeria","Cabo Verde","Slovenia","Diamond Princess","US","Antigua and Barbuda","Colombia","Ecuador","Western Sahara","Hungary","South Sudan","Japan","Moldova","Belarus","Mauritius","Albania","New Zealand","Eswatini","Senegal","Honduras","Italy","Ethiopia","Haiti","Korea, South","Afghanistan","Burundi","Singapore","Czechia","Egypt","Sierra Leone","Bolivia","Malta","Russia","Saudi Arabia","Netherlands","Pakistan","Kosovo","Gambia","China","Ireland","Qatar","Slovakia","France","Lithuania","Serbia","Bosnia and Herzegovina","Kyrgyzstan","Bhutan","Romania","Togo","Niger","Philippines","Cote d'Ivoire","Rwanda","Congo (Kinshasa)","Uzbekistan","Burma","Bangladesh","Barbados","Nicaragua","Norway","Saint Vincent and the Grenadines","Botswana","Denmark","Dominican Republic","Mexico","Uganda","Zimbabwe","Suriname","Montenegro","Indonesia","Dominica"
61,"3/23/20",6,1,3,91,3,72,27,2362,1,5,1,743,197,10,24811,170,0,345,21,5,316,922,2,2,387,7,12,97,53,3,1,4,4,392,536,2790,13,0,1872,4269,7,792,0,148,554,57,3,70,21,416,0,32986,0,1,4,4,3,1,0,17,827,9,1,177,2286,215,134,59,0,164,51,901,218,154,191,44,114,382,102,189,1,8164,248,25,9877,39885,104,3,318,87,48,3,84,114,2,3,1238,187,2044,0,369,66,124,1624,648,84,0,249,6,5283,3,5,23,1099,2247,264,3,480,712,53736,3,378,1082,0,187,0,1193,125,81,42,123,155,4,86,30,69176,12,7,9037,74,0,558,1394,402,0,29,110,495,767,5580,972,0,3,81591,1329,526,204,22622,209,303,166,42,2,794,20,3,552,73,40,45,50,0,39,18,2,2863,1,0,1718,312,405,9,3,7,47,686,2
62,"3/24/20",6,1,3,96,3,81,37,2995,5,5,1,821,221,10,27017,225,2,443,24,5,346,1142,3,3,387,7,12,145,93,12,2,4,4,419,657,3251,13,2,2433,4937,7,880,0,177,709,60,3,75,26,480,2,37323,0,4,5,4,3,1,0,19,934,9,1,201,2526,235,141,59,0,188,51,1051,242,172,195,51,173,442,102,217,1,9640,333,28,10897,49515,109,11,333,93,57,3,91,146,2,3,2369,208,2364,0,404,75,132,1796,737,99,0,265,6,5588,5,9,31,1333,2554,302,4,528,712,65778,3,470,1173,0,226,0,1307,149,86,48,146,205,4,99,36,74386,12,8,9137,84,0,631,1654,456,0,32,129,658,900,6438,1063,0,3,81661,1564,537,216,25600,274,384,176,44,2,906,23,7,636,80,41,48,60,0,39,18,2,3084,1,0,1862,392,475,14,3,8,52,790,7
63,"3/25/20",6,1,4,96,3,111,41,3544,5,9,7,892,244,11,29406,275,4,558,25,5,382,1306,6,3,502,7,13,196,132,16,2,4,4,458,727,4042,13,2,3629,6235,8,958,0,201,927,65,3,79,26,580,2,43938,0,6,5,4,3,2,0,23,1045,12,1,231,2840,252,153,84,0,224,56,1221,264,212,208,65,197,495,106,238,1,11812,333,31,11811,57786,114,11,368,122,67,3,107,152,3,3,2693,208,2810,0,538,75,146,2031,802,109,0,290,7,6909,7,13,33,1453,2985,367,4,562,712,83836,7,491,1403,0,261,0,1387,177,86,81,174,283,6,105,52,80589,12,8,9241,94,0,683,1925,495,0,43,134,840,1012,7468,1201,71,3,81782,1819,549,226,29551,299,384,191,44,2,1029,23,10,707,96,50,51,75,0,44,18,2,3369,1,0,2023,488,585,14,3,8,69,893,11
64,"3/26/20",6,1,4,99,3,150,52,4268,5,10,7,966,280,11,32332,345,11,674,28,5,458,1610,6,4,589,7,13,310,137,22,2,4,4,466,887,4682,16,2,5698,7284,8,1041,0,219,1170,66,3,83,26,635,2,50871,0,6,5,8,3,3,0,26,1136,12,1,263,3069,267,163,91,0,267,56,1389,293,235,225,70,227,586,106,274,1,14745,405,31,12928,65719,115,12,391,165,80,3,107,180,3,3,3035,223,3143,0,575,91,162,2161,890,131,0,329,7,7657,7,13,42,1605,3417,409,5,632,712,101657,7,539,1595,0,300,0,1468,199,94,94,186,368,9,119,68,86498,16,8,9332,110,0,732,2279,536,0,61,139,1036,1104,8647,1373,86,3,81897,2121,562,269,33402,358,457,237,58,3,1292,25,10,803,101,54,51,88,8,48,24,2,3755,1,0,2200,581,717,23,5,8,82,1046,11
65,"3/27/20",6,1,5,99,5,228,56,5170,5,10,7,1061,305,12,35408,402,18,786,34,8,506,1909,8,5,690,8,14,356,141,28,2,4,6,476,987,5576,16,2,7402,9134,8,1167,0,241,1187,74,3,90,30,671,2,57695,0,6,5,8,3,3,0,26,1245,12,3,295,3447,283,174,98,0,308,56,1638,331,246,235,89,278,657,113,303,1,17312,468,38,14076,73235,120,14,412,182,119,3,119,207,5,3,3619,224,3640,0,645,91,179,2320,963,152,2,407,7,8271,8,19,42,1831,3904,454,5,684,712,121465,7,608,1823,0,343,0,1693,231,94,102,197,451,9,130,95,92472,16,8,9478,110,0,802,2631,576,0,74,149,1264,1203,9819,1495,91,3,81999,2415,590,292,38105,394,659,258,58,3,1452,25,10,1075,101,60,65,104,8,48,26,4,4015,1,0,2366,719,848,30,7,8,84,1155,11
66,"3/28/20",6,1,7,103,6,284,59,5962,9,11,9,1156,347,12,38309,479,18,901,34,8,547,2139,8,5,745,8,14,475,152,29,2,19,6,499,1024,6280,17,2,9217,10836,11,1240,0,259,1280,78,3,91,32,852,2,62095,0,12,5,16,3,3,0,39,1388,12,8,314,3700,298,188,109,0,334,56,1862,346,259,255,111,312,713,117,309,1,19780,570,42,14829,80110,126,18,438,209,139,3,119,222,5,9,4247,224,3984,0,679,139,214,2470,1020,167,2,424,7,8788,8,24,46,1950,4256,511,6,730,712,140909,7,702,1924,0,408,0,1866,263,94,107,212,514,9,142,110,97689,21,15,9583,120,0,844,2817,609,0,81,151,1534,1299,10930,1597,94,4,82122,2615,634,314,40708,460,741,323,84,4,1815,25,18,1418,165,70,65,144,10,48,33,4,4284,1,0,2564,859,993,33,7,8,85,1285,11
67,"3/29/20",6,1,7,107,6,302,64,6408,10,14,9,1212,376,12,41495,556,25,989,36,8,630,2449,8,5,820,8,19,548,152,35,3,19,6,515,1251,7398,17,8,10827,11899,11,1352,0,285,1326,82,3,103,36,950,7,66885,0,12,5,22,5,3,0,43,1524,12,8,330,4028,306,203,116,0,370,62,2055,359,268,266,131,312,790,122,320,1,22453,611,50,15922,87956,127,18,446,273,170,3,135,246,5,9,4695,230,4361,0,715,139,230,2626,1086,179,2,482,7,9618,8,30,49,1988,4579,584,6,756,712,161831,7,798,1962,0,447,0,1866,298,152,128,223,589,9,162,139,101739,23,15,9661,170,0,879,3001,656,0,97,156,1836,1453,11817,1717,94,4,82198,2910,693,336,45170,491,785,368,94,4,2109,30,27,1546,168,70,81,149,14,49,33,4,4445,1,3,2755,901,1094,33,7,8,91,1414,11
68,"3/30/20",9,1,7,109,7,343,65,7443,10,14,9,1314,398,12,44605,617,28,1181,38,12,694,2738,9,5,1054,10,19,645,161,35,3,19,6,567,1397,8527,18,8,13531,12775,11,1418,0,329,1353,87,3,110,36,1065,8,71808,0,15,5,22,7,5,0,57,1651,12,10,347,4435,322,212,119,0,376,68,2311,399,274,289,135,394,867,143,338,1,25481,664,59,16605,95923,129,30,470,298,186,3,135,261,6,13,5358,236,4559,0,745,193,262,2766,1135,192,2,532,16,10180,8,32,52,2178,5717,716,6,802,712,188172,7,906,2240,0,492,0,1953,353,152,143,243,647,9,175,141,105792,26,15,9786,174,2,926,3308,710,1,107,169,2337,1563,12667,1938,112,4,82279,3235,781,363,52827,537,900,420,107,4,2245,34,27,2084,179,75,98,172,15,51,34,5,4641,1,4,3039,1109,1215,44,8,9,109,1528,12
69,"3/31/20",13,1,8,109,7,380,69,8251,10,21,9,1415,446,14,47593,654,31,1181,39,19,728,3031,10,5,1054,10,20,794,195,36,3,19,6,569,1998,9560,19,9,15679,13964,14,1446,0,354,1380,90,3,117,44,1323,8,77872,0,15,5,30,7,5,0,57,1771,15,10,375,4947,329,218,134,0,390,68,2554,422,278,317,174,423,963,146,350,1,29865,814,81,17768,104118,131,33,479,359,212,6,143,282,6,13,6092,236,4862,0,779,233,320,2908,1220,210,9,571,18,10711,10,32,55,2319,6836,847,6,841,712,213242,7,1065,2748,0,525,0,2178,423,163,161,259,708,9,190,172,110574,29,16,9887,237,2,1000,3508,779,2,115,188,2777,1720,13696,2118,125,4,82361,3447,835,400,57749,581,1060,459,111,4,2460,36,74,2311,190,82,109,181,15,54,34,5,4863,1,4,3290,1284,1378,44,8,10,123,1677,12
70,"4/1/20",13,1,8,110,8,435,77,9034,16,24,10,1544,458,14,50468,708,36,1317,47,19,772,3404,10,6,1133,10,20,897,204,39,3,22,7,643,2543,11284,19,9,18135,15348,14,1518,0,384,1462,94,3,134,47,1414,9,84794,0,22,7,52,8,5,0,59,1875,15,11,396,5568,339,233,161,3,428,75,2946,457,299,342,184,455,1011,151,369,1,34173,1024,110,18827,112065,133,40,494,400,233,6,146,288,6,13,6857,245,5116,0,858,306,356,3116,1319,231,9,663,21,11129,10,41,60,2487,8044,986,6,897,712,243622,9,1161,3163,0,585,0,2495,505,304,169,277,797,9,195,219,115242,29,16,9976,273,3,1049,3858,865,2,123,196,3548,1885,14788,2421,125,4,82432,3849,949,426,59929,649,1171,533,116,5,2738,39,98,2633,194,84,134,205,20,56,46,5,5147,2,4,3573,1380,1510,45,9,10,144,1790,12
71,"4/2/20",16,1,8,114,10,464,92,9886,16,24,12,1613,493,14,53183,791,39,1475,50,23,820,3737,10,6,1265,10,20,1072,205,39,4,22,7,672,2567,12437,19,15,20921,16770,14,1615,0,430,1505,98,8,155,47,1595,9,91159,0,22,7,73,8,7,0,70,1978,16,11,416,6131,348,237,194,3,439,75,3383,485,310,417,210,495,1079,159,386,1,38689,1264,122,19606,119199,134,49,508,443,269,7,153,302,6,13,7428,245,5330,0,961,509,396,3333,1364,252,9,736,21,11524,10,46,64,2612,9056,1171,6,934,712,275367,15,1267,3368,0,623,0,2617,591,351,186,304,868,9,207,222,119827,35,18,10062,281,3,1114,4091,985,2,132,202,4149,2039,15821,2686,126,4,82511,4273,1075,450,65202,696,1476,579,130,5,3183,40,120,3018,218,89,134,227,20,61,51,5,5370,3,4,3946,1488,1688,48,9,10,174,1986,12
72,"4/3/20",16,1,10,114,10,531,96,10524,16,28,12,1673,509,14,55743,919,41,1673,61,23,878,4161,10,9,1451,10,20,1225,205,39,4,22,7,688,3082,12978,19,18,23934,18431,14,1882,0,483,1585,103,8,162,53,1746,9,96092,0,29,12,111,9,7,0,70,2067,16,18,435,6443,355,240,217,4,466,77,3627,503,323,479,214,553,1126,166,400,1,42477,1505,126,20505,126168,135,50,520,521,288,10,155,318,6,14,7851,259,5550,0,1039,555,426,3483,1417,277,9,770,21,11781,10,56,66,2729,10360,1251,7,977,712,308650,15,1406,3465,0,678,0,3139,752,440,196,333,950,9,219,264,124632,38,20,10156,299,3,1189,4472,1070,4,139,213,4731,2179,16727,2818,135,4,82543,4604,1325,471,69500,771,1624,624,144,5,3613,41,144,3094,245,102,154,266,21,70,52,5,5550,7,4,4269,1488,1890,48,9,10,201,2092,14
73,"4/4/20",22,1,14,114,12,584,104,11278,19,28,12,1735,533,14,58226,1021,45,1801,61,24,961,4471,11,9,1451,10,22,1308,214,39,5,45,7,700,3588,15756,19,18,27069,19691,16,1927,0,555,1655,104,8,174,58,2281,10,100123,0,29,12,121,9,7,0,72,2169,16,18,454,6830,363,241,237,4,501,77,4102,531,345,556,232,574,1182,176,406,1,48436,1799,142,21100,131646,135,59,527,584,320,13,159,345,6,14,8430,266,5687,0,1097,650,446,3662,1486,298,9,822,21,12051,10,62,73,2804,11130,1320,7,997,712,336802,15,1485,3646,4,733,1,3139,864,562,227,361,1039,9,222,268,128948,43,21,10237,349,3,1309,4587,1173,6,157,227,5389,2402,17953,3157,145,4,82602,4994,1604,485,71412,811,1908,654,147,5,3864,44,184,3246,261,104,154,342,21,88,56,6,5687,7,6,4561,1745,2143,52,9,10,214,2273,14
74,"4/5/20",26,2,16,114,12,662,113,11730,19,29,12,1755,542,15,60500,1120,47,1988,70,31,1031,4815,12,9,1554,11,24,1319,214,39,7,45,7,756,4778,16563,19,18,30217,20814,16,2176,0,570,1686,105,8,188,58,2561,10,103374,0,31,14,128,9,7,4,82,2220,16,19,467,7206,373,245,254,5,525,77,4413,549,349,665,238,596,1222,178,415,1,52279,2076,158,21657,136675,135,90,541,641,350,14,165,364,6,14,8904,266,5797,0,1108,658,465,3793,1562,331,9,833,24,12297,10,69,77,2843,12161,1423,7,1021,712,366317,15,1579,3747,4,744,1,3654,965,700,244,377,1106,10,226,298,132547,44,24,10284,367,3,1375,4822,1322,6,183,241,6343,2605,18926,3766,145,4,82665,5364,1832,534,75343,843,2200,674,216,5,4057,58,253,3660,323,105,161,457,22,123,60,6,5865,7,6,4875,1828,2439,52,10,10,233,2491,15
75,"4/6/20",26,2,17,115,14,697,115,12442,19,33,12,1832,548,15,62589,1184,56,2100,77,33,1122,5116,14,9,1628,11,24,1462,287,39,7,45,7,811,5311,17872,19,33,34109,22194,16,2308,0,599,1749,107,8,196,63,2954,11,107663,0,31,15,144,10,8,4,88,2258,16,20,483,7693,376,249,261,8,545,78,4848,577,353,743,254,623,1282,185,424,1,55949,2359,172,22253,141942,135,90,548,717,396,14,165,384,6,14,9248,279,5895,0,1149,658,494,3963,1586,371,9,853,30,12639,10,78,79,2970,14034,1468,7,1059,712,397121,19,1780,3747,4,817,2,3906,1056,861,268,383,1160,10,237,305,135586,52,25,10331,423,3,1481,5017,1450,6,194,293,7497,2795,19709,4035,170,4,82718,5709,2057,581,79163,880,2447,764,228,5,4417,65,278,3764,349,105,180,520,22,164,63,6,6086,8,6,5266,1956,2785,52,11,10,241,2738,15
76,"4/7/20",26,2,19,117,14,727,119,13141,19,40,12,1884,577,16,64586,1275,59,2249,87,37,1202,5546,15,9,1715,11,25,1668,313,39,8,45,8,823,5916,19141,19,33,38226,23403,16,2487,0,617,1845,107,8,211,63,4342,11,113296,0,33,15,164,10,12,4,93,2369,18,21,502,8419,379,251,263,8,564,78,5205,593,358,855,276,628,1343,189,456,1,61474,2659,179,23280,148220,135,135,576,822,457,31,167,414,6,14,9404,279,6010,0,1185,730,526,4119,1616,419,9,881,34,12942,17,93,81,3034,16170,1572,7,1091,712,428654,19,2054,4450,4,895,2,4257,1174,1066,273,400,1210,12,244,312,139422,55,27,10384,444,3,1623,5312,1560,7,210,299,8672,2932,20682,4263,184,4,82809,6074,2210,682,83057,912,2666,804,270,5,4761,70,342,3870,384,110,180,545,22,218,63,6,6086,8,6,5597,2111,3181,53,11,10,248,2956,15
77,"4/8/20",26,2,19,119,15,781,124,13956,19,41,12,1955,589,16,66220,1374,74,2528,95,37,1232,5972,16,9,1795,11,25,1892,378,39,9,60,8,887,6725,20654,19,36,42282,24983,16,2605,0,663,1934,109,8,218,63,5256,11,118181,0,33,15,194,11,12,4,93,2423,18,24,539,9141,380,255,263,8,583,78,5575,618,372,910,288,643,1407,190,473,1,65872,2990,184,24051,153222,135,135,582,926,515,31,171,443,7,14,9968,333,6108,0,1207,730,564,4228,1648,457,9,921,44,13244,17,103,84,3115,18092,1666,7,1124,712,462780,19,2223,4965,4,980,3,4667,1289,1486,314,409,1239,12,250,343,143626,56,30,10423,484,3,1910,5569,1699,7,264,337,10131,3287,21903,4489,184,4,82883,6574,2376,701,87366,955,2867,858,280,5,5202,73,410,4076,444,110,180,582,23,330,66,7,6211,12,13,5830,2349,3441,53,11,10,252,3293,15
78,"4/9/20",35,2,19,119,17,812,129,15472,19,42,14,2011,612,16,68192,1448,87,2752,126,37,1279,6501,16,9,1975,11,32,2203,378,40,10,60,8,925,7598,22059,19,36,47029,26667,16,2769,0,711,2003,109,8,234,63,5897,12,122171,1,34,16,212,11,21,4,93,2473,18,24,558,9685,382,257,267,9,601,79,5955,635,372,993,305,671,1495,190,494,2,74605,3360,189,24551,158273,136,150,609,991,564,37,171,443,7,15,10408,344,6215,0,1258,820,595,4346,1675,484,9,937,44,13555,20,117,90,3223,19638,1761,7,1160,712,496535,19,2473,7161,4,1190,4,5530,1438,1981,318,416,1283,12,265,382,147577,65,31,10450,521,3,2108,5732,1794,8,268,350,11917,3651,23249,4695,250,4,82941,8089,2512,715,91738,999,3105,901,298,5,5467,76,438,4195,444,118,215,624,27,424,67,7,6314,12,13,6014,2620,3844,53,13,10,255,3512,16
79,"4/10/20",35,2,19,120,19,865,133,15987,25,46,14,2081,630,16,70029,1545,87,2974,137,45,1318,6927,18,9,1975,11,32,2511,408,40,13,60,8,1040,8446,23316,19,38,52167,28018,16,2905,0,760,2028,112,8,242,65,6848,12,124908,1,34,16,250,11,21,4,102,2518,18,24,577,10151,385,258,268,12,601,79,6356,661,381,1154,318,685,1534,198,501,2,79874,3736,191,25107,163027,136,187,619,1058,620,48,175,484,7,15,10743,356,6303,0,1304,820,616,4530,1689,546,9,967,46,13806,20,118,92,3270,20727,1825,8,1188,712,526396,21,2709,7257,4,1310,4,6005,1560,2226,319,433,1312,12,278,392,152271,69,33,10480,555,5,2299,5831,1939,8,275,370,13584,4033,24571,5011,283,9,83014,8928,2728,728,94863,1026,3380,946,339,5,5990,76,491,4428,533,120,223,767,38,482,68,8,6409,12,13,6191,2759,4219,53,14,10,263,3842,16
80,"4/11/20",35,2,19,122,19,951,134,16585,25,46,14,2114,651,16,71686,1661,105,3234,155,45,1352,7213,19,12,2142,11,32,2777,566,43,14,60,8,1136,9205,24299,20,38,56956,29647,16,2974,0,828,2173,113,8,257,69,7519,12,127854,1,34,16,250,18,25,4,106,2551,21,25,595,10483,388,262,271,13,638,79,6674,675,389,1234,323,707,1600,210,480,2,85206,4123,197,25415,166831,136,214,630,1098,669,50,181,497,7,15,11145,356,6315,0,1309,820,633,4683,1701,599,9,1013,49,13945,21,125,93,3281,22192,1914,8,1205,712,555313,21,2776,7466,6,1410,4,6748,1662,2578,324,446,1330,14,280,393,156363,71,33,10512,607,5,2532,5991,2065,10,300,378,15770,4462,25746,5230,283,9,83134,9655,2979,742,121712,1053,3630,1009,377,5,6300,76,529,4648,574,126,234,865,41,621,71,9,6525,12,13,6369,2967,4661,54,14,10,272,4241,16
81,"4/12/20",35,2,19,122,29,1091,147,16934,25,47,14,2145,655,17,73303,1763,123,3400,156,45,1378,7525,19,14,2208,11,49,3102,566,45,18,60,8,1361,10453,25680,20,38,61049,30589,16,3064,0,854,2272,113,11,272,73,9784,12,130072,1,34,16,319,23,60,4,106,2579,21,26,612,10948,393,265,273,16,646,79,6934,685,391,1300,343,726,1650,217,483,4,89570,4521,208,25688,170099,136,298,632,1148,726,59,189,497,7,15,11586,356,6351,0,1332,820,662,4817,1711,727,9,1039,57,14041,21,137,93,3292,23430,1983,10,1212,712,580619,23,2852,7529,6,1458,4,7370,1712,2919,324,467,1349,15,291,397,159516,74,40,10537,665,5,2918,6059,2190,10,330,384,18328,4934,26710,5496,283,9,83213,10647,3231,769,125394,1062,4054,1037,419,5,6633,77,529,4932,626,127,235,998,62,803,72,9,6603,12,13,6513,3167,5014,54,17,10,274,4557,16
82,"4/13/20",35,2,19,122,32,1232,159,17448,29,49,14,2170,657,30,74877,1888,144,3472,167,47,1400,7917,19,16,2277,11,53,3372,636,45,18,60,8,1528,11487,27035,20,38,65111,31119,16,3161,0,908,2415,113,11,300,73,10303,14,131359,1,34,16,363,23,60,4,108,2613,41,35,618,11445,393,266,284,16,659,79,7202,713,397,1355,373,747,1704,233,492,6,94845,4933,216,25936,172541,136,363,641,1197,766,59,189,528,7,15,12046,371,6415,0,1373,848,695,4987,1720,813,9,1067,57,14226,28,149,93,3307,25262,2070,11,1220,712,607670,23,2979,7603,6,1512,4,7645,1934,3281,324,475,1366,15,299,407,162488,82,40,10564,714,5,3252,6111,2350,11,354,393,21102,5369,27580,5837,387,9,83306,11479,3428,835,130365,1070,4465,1083,430,5,6879,77,570,5223,638,134,241,1165,63,1012,72,9,6623,12,13,6706,3286,5399,55,17,10,283,4839,16
83,"4/14/20",35,2,19,122,32,1295,161,18091,33,49,14,2192,666,30,76389,2024,148,3574,180,55,1415,8273,19,16,2443,11,88,3764,636,48,18,117,8,1671,12322,28209,22,43,69392,33573,16,3237,0,974,2506,114,12,306,125,11475,14,134753,1,35,16,404,23,80,4,110,2643,51,48,626,11927,395,267,291,16,673,79,7582,747,401,1405,407,780,1741,238,493,8,99483,5365,225,26336,177644,136,435,658,1253,814,59,197,542,7,15,12501,372,6440,0,1400,848,715,5072,1727,910,9,1111,80,14336,29,159,93,3373,28320,2160,56,1248,712,636350,23,3105,7858,6,1579,4,8100,2049,3728,324,494,1386,15,314,419,165155,85,41,10591,784,5,3699,6216,2505,13,397,399,24490,5862,28316,6383,387,9,83356,12547,3711,863,133585,1091,4873,1110,449,5,7216,81,584,5453,638,136,254,1302,74,1231,73,9,6740,12,13,6876,3614,5847,55,23,10,288,5136,16
84,"4/15/20",35,7,19,122,32,1402,174,18841,33,53,14,2207,675,31,77995,2283,171,3751,196,55,1434,8807,19,16,2571,11,94,4161,641,48,18,117,8,1700,13430,30809,25,43,74193,34809,16,3369,0,1081,2605,114,12,348,143,12491,14,137698,1,35,17,438,27,80,4,111,2672,51,49,642,12540,395,268,294,16,673,79,7918,800,402,1524,442,822,1791,238,502,18,104145,5825,234,26732,184948,136,591,663,1283,862,59,204,546,7,15,12758,426,6462,0,1434,996,735,5182,1739,1019,9,1159,80,14476,31,164,93,3444,30425,2268,56,1268,712,667592,23,3233,8225,6,1652,4,8626,2154,4204,324,518,1401,16,335,426,168941,92,41,10613,840,5,4427,6433,2673,15,441,412,27938,6380,29383,6919,449,9,83403,13271,4103,977,146075,1128,5318,1167,466,5,7707,81,584,5660,654,138,267,1349,85,1572,75,9,6896,12,15,7074,3755,6297,55,23,10,303,5516,16
85,"4/16/20",35,7,19,122,33,1546,199,19022,38,54,14,2224,682,31,79494,2564,171,4016,214,63,1482,9252,19,30,2669,11,147,4662,641,52,18,143,8,1740,14352,32814,28,43,78546,36138,16,3489,0,1117,2783,114,12,370,143,13489,14,141397,1,35,17,477,27,116,4,117,2700,79,49,649,13216,395,268,307,17,696,79,8379,846,407,1658,493,864,1814,244,508,18,109769,6302,246,27078,190839,136,732,668,1340,923,76,204,557,7,15,12982,435,6522,0,1459,996,750,5251,1754,1069,9,1201,108,14595,34,177,94,3480,33682,2418,56,1304,712,699706,23,3439,8450,6,1763,4,9787,2264,4779,324,539,1409,16,342,442,172434,96,43,10635,906,5,5050,6549,2844,26,465,422,32008,7142,30619,7025,480,9,83760,13980,4663,1049,148084,1149,5690,1214,489,5,8067,83,627,5878,688,143,287,1405,88,1838,75,9,6937,12,15,7268,4126,6875,56,24,10,303,5923,16
86,"4/17/20",35,7,24,122,66,1615,202,19685,38,55,14,2235,712,31,80868,2685,216,4210,235,63,1513,9730,19,31,2758,11,147,5106,834,57,18,143,8,1773,15722,34356,35,46,82329,37183,16,3681,0,1170,3034,114,12,388,163,14420,14,143342,1,39,17,518,33,135,4,120,2733,79,49,655,13822,398,268,313,17,704,79,8742,878,413,1751,542,864,1832,254,517,18,115314,6302,262,27404,191726,137,732,672,1373,986,76,227,565,7,15,13265,455,6568,0,1512,1017,761,5305,1760,1180,9,1248,108,14671,35,190,94,3537,36658,2534,58,1317,712,732197,23,3439,9022,6,1834,4,10296,2378,4779,325,548,1422,22,350,457,175925,105,44,10653,933,5,5992,6606,3032,30,493,426,36793,8274,31766,7638,510,9,83787,14758,5008,1089,148086,1239,5994,1268,506,5,8418,84,639,6087,801,144,307,1490,98,2144,75,9,7036,12,15,7437,4335,7497,55,25,10,307,6248,16
87,"4/18/20",35,7,24,122,66,1676,206,20206,39,55,14,2235,727,32,82211,2855,224,4273,257,65,1539,10088,19,31,2839,11,170,5449,1042,61,18,143,8,1881,17615,35633,52,50,86306,38496,16,3783,0,1207,3158,114,12,394,173,15628,14,145184,1,39,17,579,33,164,4,121,2765,79,51,660,14385,420,268,319,17,713,81,9287,894,417,1915,627,879,1871,271,528,19,121172,6781,270,27740,198674,138,846,673,1398,1035,91,256,576,7,15,13491,461,6610,0,1528,1017,767,5389,1771,1266,9,1291,109,14749,39,201,94,3550,38654,2629,61,1330,712,758809,23,3792,9468,6,1916,4,10797,2472,4779,328,562,1431,22,367,472,178972,108,47,10661,996,5,6588,6746,3144,35,520,427,42853,9362,32838,8348,561,10,83805,15251,5448,1161,153011,1298,6318,1285,554,5,8746,84,648,6259,847,147,327,1565,111,2456,75,10,7078,12,20,7580,4680,8261,55,25,10,308,6575,16
88,"4/19/20",54,7,24,122,107,1852,208,20863,39,60,14,2245,739,33,83505,3046,246,4467,289,65,1574,10507,19,31,2941,11,254,5710,1042,65,18,160,9,1907,18539,37658,69,50,90980,39983,16,3868,0,1225,3300,114,12,402,223,16325,15,147065,1,39,18,622,33,237,4,121,2792,79,51,662,14777,422,268,329,17,717,81,9593,929,425,1995,665,884,1881,304,535,22,125856,7265,281,27944,200210,138,846,677,1436,1087,99,256,581,7,15,13713,462,6623,0,1535,1163,772,5425,1773,1410,9,1339,120,14795,39,218,94,3558,40743,2718,67,1335,712,784326,23,3977,10128,6,1984,4,10797,2548,6264,328,584,1440,24,377,477,181228,111,57,10674,1026,5,8014,6900,3333,43,564,431,47121,10484,33588,8418,598,10,83817,15652,6015,1173,155393,1326,6630,1309,568,5,8936,84,648,6459,847,147,332,1627,119,2948,75,10,7156,12,20,7711,4964,8772,56,25,10,312,6760,16
89,"4/20/20",54,7,24,122,107,1995,208,21379,42,65,14,2401,748,34,84802,3209,258,4658,294,66,1602,10832,19,43,3031,11,254,6125,1042,70,18,165,9,1973,20080,39402,83,50,95591,40956,16,4014,0,1231,3465,115,14,408,223,17837,15,148291,1,39,18,688,33,286,4,121,2811,83,51,669,15322,425,268,329,18,717,81,9856,975,428,2080,665,884,1908,310,543,23,130172,7755,296,28063,204178,138,945,677,1480,1137,101,285,600,7,15,13942,476,6645,0,1552,1163,784,5482,1778,1508,9,1401,156,14873,39,225,94,3618,43079,2811,68,1344,712,811865,23,4149,10398,6,2098,4,11135,2614,6723,328,609,1445,31,412,494,183957,114,57,10683,1092,5,9125,7033,3490,50,598,443,52763,11631,34317,9565,604,10,83853,16040,6533,1199,158168,1350,6890,1342,590,6,9242,86,657,6599,916,150,350,1678,121,3382,75,10,7191,12,20,7891,5044,9501,61,28,10,313,7135,16
